SAMPLE_ID,Dataset,BrNum,location,library_prep,library_type,round,fastq1,fastq2
2107UNHS-0291_Br2720_Mid_Bulk,2107UNHS-0291,Br2720,Mid,Bulk,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Bulk/2107UNHS-0291_Br2720_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Bulk/2107UNHS-0291_Br2720_Mid_Bulk_2.fastq.gz
2107UNHS-0291_Br2720_Mid_Cyto,2107UNHS-0291,Br2720,Mid,Cyto,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Cyto/2107UNHS-0291_Br2720_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Cyto/2107UNHS-0291_Br2720_Mid_Cyto_2.fastq.gz
2107UNHS-0291_Br2720_Mid_Nuc,2107UNHS-0291,Br2720,Mid,Nuc,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Nuc/2107UNHS-0291_Br2720_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br2720_Mid_Nuc/2107UNHS-0291_Br2720_Mid_Nuc_2.fastq.gz
2107UNHS-0291_Br6432_Ant_Bulk,2107UNHS-0291,Br6432,Ant,Bulk,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Bulk/2107UNHS-0291_Br6432_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Bulk/2107UNHS-0291_Br6432_Ant_Bulk_2.fastq.gz
2107UNHS-0291_Br6432_Ant_Cyto,2107UNHS-0291,Br6432,Ant,Cyto,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Cyto/2107UNHS-0291_Br6432_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Cyto/2107UNHS-0291_Br6432_Ant_Cyto_2.fastq.gz
2107UNHS-0291_Br6432_Ant_Nuc,2107UNHS-0291,Br6432,Ant,Nuc,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Nuc/2107UNHS-0291_Br6432_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Ant_Nuc/2107UNHS-0291_Br6432_Ant_Nuc_2.fastq.gz
2107UNHS-0291_Br6432_Mid_Bulk,2107UNHS-0291,Br6432,Mid,Bulk,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Bulk/2107UNHS-0291_Br6432_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Bulk/2107UNHS-0291_Br6432_Mid_Bulk_2.fastq.gz
2107UNHS-0291_Br6432_Mid_Cyto,2107UNHS-0291,Br6432,Mid,Cyto,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Cyto/2107UNHS-0291_Br6432_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Cyto/2107UNHS-0291_Br6432_Mid_Cyto_2.fastq.gz
2107UNHS-0291_Br6432_Mid_Nuc,2107UNHS-0291,Br6432,Mid,Nuc,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Nuc/2107UNHS-0291_Br6432_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6432_Mid_Nuc/2107UNHS-0291_Br6432_Mid_Nuc_2.fastq.gz
2107UNHS-0291_Br6471_Ant_Bulk,2107UNHS-0291,Br6471,Ant,Bulk,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Bulk/2107UNHS-0291_Br6471_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Bulk/2107UNHS-0291_Br6471_Ant_Bulk_2.fastq.gz
2107UNHS-0291_Br6471_Ant_Cyto,2107UNHS-0291,Br6471,Ant,Cyto,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Cyto/2107UNHS-0291_Br6471_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Cyto/2107UNHS-0291_Br6471_Ant_Cyto_2.fastq.gz
2107UNHS-0291_Br6471_Ant_Nuc,2107UNHS-0291,Br6471,Ant,Nuc,polyA,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Nuc/2107UNHS-0291_Br6471_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0291/Br6471_Ant_Nuc/2107UNHS-0291_Br6471_Ant_Nuc_2.fastq.gz
2107UNHS-0293_Br2720_Mid_Bulk,2107UNHS-0293,Br2720,Mid,Bulk,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Bulk/2107UNHS-0293_Br2720_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Bulk/2107UNHS-0293_Br2720_Mid_Bulk_2.fastq.gz
2107UNHS-0293_Br2720_Mid_Cyto,2107UNHS-0293,Br2720,Mid,Cyto,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Cyto/2107UNHS-0293_Br2720_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Cyto/2107UNHS-0293_Br2720_Mid_Cyto_2.fastq.gz
2107UNHS-0293_Br2720_Mid_Nuc,2107UNHS-0293,Br2720,Mid,Nuc,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Nuc/2107UNHS-0293_Br2720_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br2720_Mid_Nuc/2107UNHS-0293_Br2720_Mid_Nuc_2.fastq.gz
2107UNHS-0293_Br6432_Ant_Bulk,2107UNHS-0293,Br6432,Ant,Bulk,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Bulk/2107UNHS-0293_Br6432_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Bulk/2107UNHS-0293_Br6432_Ant_Bulk_2.fastq.gz
2107UNHS-0293_Br6432_Ant_Cyto,2107UNHS-0293,Br6432,Ant,Cyto,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Cyto/2107UNHS-0293_Br6432_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Cyto/2107UNHS-0293_Br6432_Ant_Cyto_2.fastq.gz
2107UNHS-0293_Br6432_Ant_Nuc,2107UNHS-0293,Br6432,Ant,Nuc,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Nuc/2107UNHS-0293_Br6432_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Ant_Nuc/2107UNHS-0293_Br6432_Ant_Nuc_2.fastq.gz
2107UNHS-0293_Br6432_Mid_Bulk,2107UNHS-0293,Br6432,Mid,Bulk,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Bulk/2107UNHS-0293_Br6432_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Bulk/2107UNHS-0293_Br6432_Mid_Bulk_2.fastq.gz
2107UNHS-0293_Br6432_Mid_Cyto,2107UNHS-0293,Br6432,Mid,Cyto,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Cyto/2107UNHS-0293_Br6432_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Cyto/2107UNHS-0293_Br6432_Mid_Cyto_2.fastq.gz
2107UNHS-0293_Br6432_Mid_Nuc,2107UNHS-0293,Br6432,Mid,Nuc,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Nuc/2107UNHS-0293_Br6432_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6432_Mid_Nuc/2107UNHS-0293_Br6432_Mid_Nuc_2.fastq.gz
2107UNHS-0293_Br6471_Ant_Bulk,2107UNHS-0293,Br6471,Ant,Bulk,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Bulk/2107UNHS-0293_Br6471_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Bulk/2107UNHS-0293_Br6471_Ant_Bulk_2.fastq.gz
2107UNHS-0293_Br6471_Ant_Cyto,2107UNHS-0293,Br6471,Ant,Cyto,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Cyto/2107UNHS-0293_Br6471_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Cyto/2107UNHS-0293_Br6471_Ant_Cyto_2.fastq.gz
2107UNHS-0293_Br6471_Ant_Nuc,2107UNHS-0293,Br6471,Ant,Nuc,RiboZeroGold,1,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Nuc/2107UNHS-0293_Br6471_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/2107UNHS-0293/Br6471_Ant_Nuc/2107UNHS-0293_Br6471_Ant_Nuc_2.fastq.gz
AN00000904_Br2720_Post_Bulk,AN00000904,Br2720,Post,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Bulk/AN00000904_Br2720_Post_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Bulk/AN00000904_Br2720_Post_Bulk_2.fastq.gz
AN00000904_Br2720_Post_Cyto,AN00000904,Br2720,Post,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Cyto/AN00000904_Br2720_Post_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Cyto/AN00000904_Br2720_Post_Cyto_2.fastq.gz
AN00000904_Br2720_Post_Nuc,AN00000904,Br2720,Post,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Nuc/AN00000904_Br2720_Post_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2720_Post_Nuc/AN00000904_Br2720_Post_Nuc_2.fastq.gz
AN00000904_Br2743_Ant_Bulk,AN00000904,Br2743,Ant,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Bulk/AN00000904_Br2743_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Bulk/AN00000904_Br2743_Ant_Bulk_2.fastq.gz
AN00000904_Br2743_Ant_Cyto,AN00000904,Br2743,Ant,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Cyto/AN00000904_Br2743_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Cyto/AN00000904_Br2743_Ant_Cyto_2.fastq.gz
AN00000904_Br2743_Ant_Nuc,AN00000904,Br2743,Ant,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Nuc/AN00000904_Br2743_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br2743_Ant_Nuc/AN00000904_Br2743_Ant_Nuc_2.fastq.gz
AN00000904_Br3942_Ant_Bulk,AN00000904,Br3942,Ant,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Bulk/AN00000904_Br3942_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Bulk/AN00000904_Br3942_Ant_Bulk_2.fastq.gz
AN00000904_Br3942_Ant_Cyto,AN00000904,Br3942,Ant,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Cyto/AN00000904_Br3942_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Cyto/AN00000904_Br3942_Ant_Cyto_2.fastq.gz
AN00000904_Br3942_Ant_Nuc,AN00000904,Br3942,Ant,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Nuc/AN00000904_Br3942_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Ant_Nuc/AN00000904_Br3942_Ant_Nuc_2.fastq.gz
AN00000904_Br3942_Mid_Bulk,AN00000904,Br3942,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Bulk/AN00000904_Br3942_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Bulk/AN00000904_Br3942_Mid_Bulk_2.fastq.gz
AN00000904_Br3942_Mid_Cyto,AN00000904,Br3942,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Cyto/AN00000904_Br3942_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Cyto/AN00000904_Br3942_Mid_Cyto_2.fastq.gz
AN00000904_Br3942_Mid_Nuc,AN00000904,Br3942,Mid,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Nuc/AN00000904_Br3942_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br3942_Mid_Nuc/AN00000904_Br3942_Mid_Nuc_2.fastq.gz
