SAMPLE_ID,Dataset,BrNum,location,library_prep,library_type,round,fastq1,fastq2
AN00000904_Br6423_Ant_Bulk,AN00000904,Br6423,Ant,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Bulk/AN00000904_Br6423_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Bulk/AN00000904_Br6423_Ant_Bulk_2.fastq.gz
AN00000904_Br6423_Ant_Cyto,AN00000904,Br6423,Ant,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Cyto/AN00000904_Br6423_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Cyto/AN00000904_Br6423_Ant_Cyto_2.fastq.gz
AN00000904_Br6423_Ant_Nuc,AN00000904,Br6423,Ant,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Nuc/AN00000904_Br6423_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Ant_Nuc/AN00000904_Br6423_Ant_Nuc_2.fastq.gz
AN00000904_Br6423_Post_Bulk,AN00000904,Br6423,Post,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Bulk/AN00000904_Br6423_Post_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Bulk/AN00000904_Br6423_Post_Bulk_2.fastq.gz
AN00000904_Br6423_Post_Cyto,AN00000904,Br6423,Post,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Cyto/AN00000904_Br6423_Post_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Cyto/AN00000904_Br6423_Post_Cyto_2.fastq.gz
AN00000904_Br6423_Post_Nuc,AN00000904,Br6423,Post,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Nuc/AN00000904_Br6423_Post_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6423_Post_Nuc/AN00000904_Br6423_Post_Nuc_2.fastq.gz
AN00000904_Br6471_Mid_Bulk,AN00000904,Br6471,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Bulk/AN00000904_Br6471_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Bulk/AN00000904_Br6471_Mid_Bulk_2.fastq.gz
AN00000904_Br6471_Mid_Cyto,AN00000904,Br6471,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Cyto/AN00000904_Br6471_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Cyto/AN00000904_Br6471_Mid_Cyto_2.fastq.gz
AN00000904_Br6471_Mid_Nuc,AN00000904,Br6471,Mid,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Nuc/AN00000904_Br6471_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6471_Mid_Nuc/AN00000904_Br6471_Mid_Nuc_2.fastq.gz
AN00000904_Br6522_Mid_Bulk,AN00000904,Br6522,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Bulk/AN00000904_Br6522_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Bulk/AN00000904_Br6522_Mid_Bulk_2.fastq.gz
AN00000904_Br6522_Mid_Cyto,AN00000904,Br6522,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Cyto/AN00000904_Br6522_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Cyto/AN00000904_Br6522_Mid_Cyto_2.fastq.gz
AN00000904_Br6522_Mid_Nuc,AN00000904,Br6522,Mid,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Nuc/AN00000904_Br6522_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Mid_Nuc/AN00000904_Br6522_Mid_Nuc_2.fastq.gz
AN00000904_Br6522_Post_Bulk,AN00000904,Br6522,Post,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Bulk/AN00000904_Br6522_Post_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Bulk/AN00000904_Br6522_Post_Bulk_2.fastq.gz
AN00000904_Br6522_Post_Cyto,AN00000904,Br6522,Post,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Cyto/AN00000904_Br6522_Post_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Cyto/AN00000904_Br6522_Post_Cyto_2.fastq.gz
AN00000904_Br6522_Post_Nuc,AN00000904,Br6522,Post,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Nuc/AN00000904_Br6522_Post_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br6522_Post_Nuc/AN00000904_Br6522_Post_Nuc_2.fastq.gz
AN00000904_Br8325_Ant_Bulk,AN00000904,Br8325,Ant,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Bulk/AN00000904_Br8325_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Bulk/AN00000904_Br8325_Ant_Bulk_2.fastq.gz
AN00000904_Br8325_Ant_Cyto,AN00000904,Br8325,Ant,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Cyto/AN00000904_Br8325_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Cyto/AN00000904_Br8325_Ant_Cyto_2.fastq.gz
AN00000904_Br8325_Ant_Nuc,AN00000904,Br8325,Ant,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Nuc/AN00000904_Br8325_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Ant_Nuc/AN00000904_Br8325_Ant_Nuc_2.fastq.gz
AN00000904_Br8325_Mid_Bulk,AN00000904,Br8325,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Mid_Bulk/AN00000904_Br8325_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Mid_Bulk/AN00000904_Br8325_Mid_Bulk_2.fastq.gz
AN00000904_Br8325_Mid_Cyto,AN00000904,Br8325,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Mid_Cyto/AN00000904_Br8325_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8325_Mid_Cyto/AN00000904_Br8325_Mid_Cyto_2.fastq.gz
AN00000904_Br8492_Mid_Bulk,AN00000904,Br8492,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Bulk/AN00000904_Br8492_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Bulk/AN00000904_Br8492_Mid_Bulk_2.fastq.gz
AN00000904_Br8492_Mid_Cyto,AN00000904,Br8492,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Cyto/AN00000904_Br8492_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Cyto/AN00000904_Br8492_Mid_Cyto_2.fastq.gz
AN00000904_Br8492_Mid_Nuc,AN00000904,Br8492,Mid,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Nuc/AN00000904_Br8492_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Mid_Nuc/AN00000904_Br8492_Mid_Nuc_2.fastq.gz
AN00000904_Br8492_Post_Bulk,AN00000904,Br8492,Post,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Bulk/AN00000904_Br8492_Post_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Bulk/AN00000904_Br8492_Post_Bulk_2.fastq.gz
AN00000904_Br8492_Post_Cyto,AN00000904,Br8492,Post,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Cyto/AN00000904_Br8492_Post_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Cyto/AN00000904_Br8492_Post_Cyto_2.fastq.gz
AN00000904_Br8492_Post_Nuc,AN00000904,Br8492,Post,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Nuc/AN00000904_Br8492_Post_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8492_Post_Nuc/AN00000904_Br8492_Post_Nuc_2.fastq.gz
AN00000904_Br8667_Ant_Bulk,AN00000904,Br8667,Ant,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Bulk/AN00000904_Br8667_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Bulk/AN00000904_Br8667_Ant_Bulk_2.fastq.gz
AN00000904_Br8667_Ant_Cyto,AN00000904,Br8667,Ant,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Cyto/AN00000904_Br8667_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Cyto/AN00000904_Br8667_Ant_Cyto_2.fastq.gz
AN00000904_Br8667_Ant_Nuc,AN00000904,Br8667,Ant,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Nuc/AN00000904_Br8667_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Ant_Nuc/AN00000904_Br8667_Ant_Nuc_2.fastq.gz
AN00000904_Br8667_Mid_Bulk,AN00000904,Br8667,Mid,Bulk,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Bulk/AN00000904_Br8667_Mid_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Bulk/AN00000904_Br8667_Mid_Bulk_2.fastq.gz
AN00000904_Br8667_Mid_Cyto,AN00000904,Br8667,Mid,Cyto,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Cyto/AN00000904_Br8667_Mid_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Cyto/AN00000904_Br8667_Mid_Cyto_2.fastq.gz
AN00000904_Br8667_Mid_Nuc,AN00000904,Br8667,Mid,Nuc,polyA,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Nuc/AN00000904_Br8667_Mid_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000904/Br8667_Mid_Nuc/AN00000904_Br8667_Mid_Nuc_2.fastq.gz
AN00000906_Br2720_Post_Bulk,AN00000906,Br2720,Post,Bulk,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Bulk/AN00000906_Br2720_Post_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Bulk/AN00000906_Br2720_Post_Bulk_2.fastq.gz
AN00000906_Br2720_Post_Cyto,AN00000906,Br2720,Post,Cyto,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Cyto/AN00000906_Br2720_Post_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Cyto/AN00000906_Br2720_Post_Cyto_2.fastq.gz
AN00000906_Br2720_Post_Nuc,AN00000906,Br2720,Post,Nuc,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Nuc/AN00000906_Br2720_Post_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2720_Post_Nuc/AN00000906_Br2720_Post_Nuc_2.fastq.gz
AN00000906_Br2743_Ant_Bulk,AN00000906,Br2743,Ant,Bulk,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Bulk/AN00000906_Br2743_Ant_Bulk_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Bulk/AN00000906_Br2743_Ant_Bulk_2.fastq.gz
AN00000906_Br2743_Ant_Cyto,AN00000906,Br2743,Ant,Cyto,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Cyto/AN00000906_Br2743_Ant_Cyto_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Cyto/AN00000906_Br2743_Ant_Cyto_2.fastq.gz
AN00000906_Br2743_Ant_Nuc,AN00000906,Br2743,Ant,Nuc,RiboZeroGold,2,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Nuc/AN00000906_Br2743_Ant_Nuc_1.fastq.gz,/dcs04/lieber/lcolladotor/deconvolution_LIBD4030/Human_DLPFC_Deconvolution/raw-data/bulkRNA/AN00000906/Br2743_Ant_Nuc/AN00000906_Br2743_Ant_Nuc_2.fastq.gz
